lastname,firstname,daillingCode,phoneNumber,requistration date,address,type,mail,birthday date,store
MASSEY,Soan,32,43612030,2015-05-22,Rue de l'Aqueduc [ Saint-Gilles ],3,MASSEY-Soan@SPORTFOREVER.be,1987-09-24,SPORT FOREVER BE 4
POPE,Sarah,32,27057750,2010-08-14,Rue Harenheyde [ Bruxelles ],3,POPE-Sarah@SPORTFOREVER.be,1978-09-11,SPORT FOREVER BE 4
STEPHENS,Enzo,32,77348973,2011-03-03,Rue Charles Degroux [ Etterbeek ],3,STEPHENS-Enzo@SPORTFOREVER.be,1992-07-15,SPORT FOREVER BE 1
LAWRENCE,Ilyes,32,24776336,2017-03-04,Rue Linné [ Saint-Josse-ten-Noode ],3,LAWRENCE-Ilyes@SPORTFOREVER.be,1991-07-13,SPORT FOREVER BE 3
ALLEN,Paul,32,60102491,2017-09-28,Rue de la Reinette [ Bruxelles ],3,ALLEN-Paul@SPORTFOREVER.be,1993-01-12,SPORT FOREVER BE 5
LANG,Maxence,32,38682078,2016-01-08,Rue Théodore De Cuyper [ Woluwe-Saint-Lambert ],3,LANG-Maxence@SPORTFOREVER.be,1980-10-18,SPORT FOREVER BE 5
MONTOYA,Julia,32,76890891,2010-04-27,Avenue Prekelinden [ Woluwe-Saint-Lambert ],3,MONTOYA-Julia@SPORTFOREVER.be,1970-02-24,SPORT FOREVER BE 4
CHARLES,Maxence,32,64522676,2017-07-22,Chaussée de Haecht [ Evere ],3,CHARLES-Maxence@SPORTFOREVER.be,1973-10-17,SPORT FOREVER BE 4
SPENCER,Elias,32,75166078,2016-06-13,Chaussée de Ninove [ Anderlecht ],3,SPENCER-Elias@SPORTFOREVER.be,1974-07-16,SPORT FOREVER BE 5
LAWRENCE,Assia,32,96844012,2016-09-21,Rue Charles Martel [ Bruxelles ],3,LAWRENCE-Assia@SPORTFOREVER.be,1995-09-05,SPORT FOREVER BE 1
MAXWELL,Charlotte,32,95803279,2015-08-22,Avenue Maréchal Ney [ Uccle ],3,MAXWELL-Charlotte@SPORTFOREVER.be,1987-09-10,SPORT FOREVER BE 4
PALMER,Benjamin,32,69864158,2012-12-14,Rue du Prévôt [ Ixelles ],3,PALMER-Benjamin@SPORTFOREVER.be,1960-04-12,SPORT FOREVER BE 3
BECKER,Lily,32,49760057,2012-06-10,Avenue Pré des Agneaux [ Auderghem ],2,BECKER-Lily@SPORTFOREVER.be,1979-04-13,SPORT FOREVER BE 3
GORDON,Enzo,32,24698108,2016-05-06,Rue Wayenberg [ Ixelles ],3,GORDON-Enzo@SPORTFOREVER.be,1990-10-27,SPORT FOREVER BE 3
MURRAY,Soan,32,79811412,2010-05-16,Rue du Prévôt [ Ixelles ],3,MURRAY-Soan@SPORTFOREVER.be,1958-12-26,SPORT FOREVER BE 4
BREWER,Marceau,32,58813037,2015-02-14,Boulevard Emile Bockstael [ Bruxelles ],3,BREWER-Marceau@SPORTFOREVER.be,1979-12-04,SPORT FOREVER BE 1
CHEN,Basile,32,36504052,2015-04-26,Rue Hobbema [ Bruxelles ],3,CHEN-Basile@SPORTFOREVER.be,1983-04-01,SPORT FOREVER BE 1
PRATT,Valentine,32,293365,2019-08-10,Rue Linné [ Saint-Josse-ten-Noode ],3,PRATT-Valentine@SPORTFOREVER.be,1990-05-29,SPORT FOREVER BE 3
HARTMAN,Eva,32,64935178,2011-07-13,Rue de la Victoire [ Saint-Gilles ],3,HARTMAN-Eva@SPORTFOREVER.be,1984-10-07,SPORT FOREVER BE 1
PAGE,Maxime,32,10331682,2013-10-18,Rue des Hiboux [ Woluwe-Saint-Pierre ],3,PAGE-Maxime@SPORTFOREVER.be,1967-01-09,SPORT FOREVER BE 1
ROBERTSON,Juliette,32,27310581,2012-10-09,Rue François Gay [ Woluwe-Saint-Pierre ],3,ROBERTSON-Juliette@SPORTFOREVER.be,1986-03-02,SPORT FOREVER BE 2
CARR,Kylian,32,17008920,2018-09-06,Rue Braemt [ Saint-Josse-ten-Noode ],3,CARR-Kylian@SPORTFOREVER.be,1962-11-20,SPORT FOREVER BE 3
KELLY,Elisa,32,19100229,2012-12-03,Rue de l'Expansion [ Anderlecht ],2,KELLY-Elisa@SPORTFOREVER.be,1987-04-04,SPORT FOREVER BE 5
FRANCO,Jeanne,32,43186813,2018-05-13,Rue Edouard Fiers [ Schaerbeek ],3,FRANCO-Jeanne@SPORTFOREVER.be,1999-02-02,SPORT FOREVER BE 2
OLIVER,Mila,32,83004397,2018-07-23,Rue de Grand-Bigard [ Berchem-Sainte-Agathe ],3,OLIVER-Mila@SPORTFOREVER.be,1978-10-16,SPORT FOREVER BE 4
HARMON,Eliott,32,33655244,2012-05-12,Avenue des Ombrages [ Woluwe-Saint-Lambert ],3,HARMON-Eliott@SPORTFOREVER.be,1974-10-16,SPORT FOREVER BE 2
BURTON,Mohamed,32,25372728,2013-10-23,Rue de la Victoire [ Saint-Gilles ],3,BURTON-Mohamed@SPORTFOREVER.be,1960-01-18,SPORT FOREVER BE 5
HOOD,Adrien,32,2104208,2017-12-17,Rue François Gay [ Woluwe-Saint-Pierre ],3,HOOD-Adrien@SPORTFOREVER.be,1988-09-08,SPORT FOREVER BE 2
DIAZ,Alix,32,19211837,2013-01-23,Rue Tazieaux [ Molenbeek-Saint-Jean ],3,DIAZ-Alix@SPORTFOREVER.be,1961-01-25,SPORT FOREVER BE 3
STANLEY,Léopold,32,42187026,2018-07-30,Rue du Viaduc [ Ixelles ],3,STANLEY-Léopold@SPORTFOREVER.be,1991-01-11,SPORT FOREVER BE 1
CLARK,Enzo,32,3249012,2019-12-17,Rue Victor Hugo [ Schaerbeek ],3,CLARK-Enzo@SPORTFOREVER.be,1996-01-12,SPORT FOREVER BE 5
WHITE,Nolan,32,22135502,2013-10-21,Rue Médori [ Bruxelles ],2,WHITE-Nolan@SPORTFOREVER.be,1991-08-02,SPORT FOREVER BE 1
CHAN,Zoé,32,42672760,2017-07-12,Avenue du Diamant [ Schaerbeek ],3,CHAN-Zoé@SPORTFOREVER.be,1971-01-23,SPORT FOREVER BE 5
BRADLEY,Charlotte,32,34929670,2017-04-25,Rue Tazieaux [ Molenbeek-Saint-Jean ],2,BRADLEY-Charlotte@SPORTFOREVER.be,1974-06-01,SPORT FOREVER BE 2
GONZALEZ,Elena,32,1162828,2018-04-19,Avenue des Ombrages [ Woluwe-Saint-Lambert ],2,GONZALEZ-Elena@SPORTFOREVER.be,1977-11-29,SPORT FOREVER BE 5
SANDOVAL,Maxime,32,43765300,2012-05-04,Rue des Faînes [ Bruxelles ],3,SANDOVAL-Maxime@SPORTFOREVER.be,1957-08-10,SPORT FOREVER BE 4
MILLS,Milan,32,35940462,2018-06-01,Avenue François Malherbe [ Anderlecht ],3,MILLS-Milan@SPORTFOREVER.be,1988-09-06,SPORT FOREVER BE 4
SMITH,Camille,32,77735450,2018-12-25,Rue Charles Pas [ Auderghem ],2,SMITH-Camille@SPORTFOREVER.be,1998-07-28,SPORT FOREVER BE 4
MATHIS,Lilou,32,30629557,2013-03-19,Rue Charles Degroux [ Etterbeek ],2,MATHIS-Lilou@SPORTFOREVER.be,1958-12-13,SPORT FOREVER BE 2
POOLE,Naïm,32,53188634,2016-02-10,Rue Blaes [ Bruxelles ],2,POOLE-Naïm@SPORTFOREVER.be,1984-10-02,SPORT FOREVER BE 5
SHORT,Mia,32,7416513,2019-10-27,Avenue Princesse Elisabeth [ Schaerbeek ],3,SHORT-Mia@SPORTFOREVER.be,1969-12-14,SPORT FOREVER BE 4
DAVIDSON,Noah,32,53304274,2013-05-11,Avenue Eugène Demolder [ Schaerbeek ],3,DAVIDSON-Noah@SPORTFOREVER.be,1969-02-08,SPORT FOREVER BE 4
LAMB,Julia,32,78541034,2016-10-08,Rue Berckmans [ Saint-Gilles ],3,LAMB-Julia@SPORTFOREVER.be,1988-04-12,SPORT FOREVER BE 3
SAUNDERS,Antonin,32,91550978,2019-05-24,Chaussée d'Alsemberg [ Uccle ],3,SAUNDERS-Antonin@SPORTFOREVER.be,1995-02-27,SPORT FOREVER BE 1
WALTON,Antoine,32,63675062,2016-10-30,Avenue Albert Dumont [ Woluwe-Saint-Lambert ],3,WALTON-Antoine@SPORTFOREVER.be,1982-12-16,SPORT FOREVER BE 4
REESE,Clément,32,64511290,2019-07-22,Boulevard Léopold II [ Molenbeek-Saint-Jean ],3,REESE-Clément@SPORTFOREVER.be,1968-01-21,SPORT FOREVER BE 3
RANDALL,Nolan,32,51887633,2014-06-01,Chaussée d'Alsemberg [ Uccle ],3,RANDALL-Nolan@SPORTFOREVER.be,1981-11-06,SPORT FOREVER BE 2
EDWARDS,Eva,32,13258430,2014-06-16,Avenue du Parc [ Saint-Gilles ],3,EDWARDS-Eva@SPORTFOREVER.be,1964-10-29,SPORT FOREVER BE 2
PATTERSON,Liam,32,23745883,2016-06-15,Chaussée d'Alsemberg [ Uccle ],3,PATTERSON-Liam@SPORTFOREVER.be,1968-08-08,SPORT FOREVER BE 1
FIGUEROA,Emma,32,9728649,2017-07-06,Rue Vandeweyer [ Schaerbeek ],3,FIGUEROA-Emma@SPORTFOREVER.be,1995-01-10,SPORT FOREVER BE 2
VAZQUEZ,Eliott,32,14804195,2017-05-02,Rue Théophile De Baisieux [ Bruxelles ],3,VAZQUEZ-Eliott@SPORTFOREVER.be,1978-01-19,SPORT FOREVER BE 4
KIRBY,Eliott,32,91930486,2017-03-03,Chaussée de Stockel [ Woluwe-Saint-Lambert ],3,KIRBY-Eliott@SPORTFOREVER.be,1978-06-08,SPORT FOREVER BE 3
DOUGLAS,Sofia,32,94079327,2018-12-29,Avenue Gustave Latinis [ Schaerbeek ],3,DOUGLAS-Sofia@SPORTFOREVER.be,1991-12-30,SPORT FOREVER BE 4
MOLINA,Capucine,32,60020407,2011-02-02,Rue du Viaduc [ Ixelles ],3,MOLINA-Capucine@SPORTFOREVER.be,1976-07-09,SPORT FOREVER BE 4
COLON,Nathan,32,1449170,2012-05-20,Rue du Romarin [ Bruxelles ],3,COLON-Nathan@SPORTFOREVER.be,1982-08-28,SPORT FOREVER BE 3
PATEL,Alix,32,44949966,2011-07-15,Rue Braemt [ Saint-Josse-ten-Noode ],3,PATEL-Alix@SPORTFOREVER.be,1971-07-26,SPORT FOREVER BE 3
HAMILTON,Amélia,32,41145879,2013-05-03,Avenue de l'Opale [ Schaerbeek ],3,HAMILTON-Amélia@SPORTFOREVER.be,1974-12-24,SPORT FOREVER BE 2
JACKSON,Charlie,32,63185709,2019-07-08,Boulevard d'Ypres [ Bruxelles ],2,JACKSON-Charlie@SPORTFOREVER.be,1967-09-25,SPORT FOREVER BE 3
MULLINS,Amine,32,3751579,2019-04-28,Avenue Commandant Lothaire [ Etterbeek ],3,MULLINS-Amine@SPORTFOREVER.be,1980-07-09,SPORT FOREVER BE 4
SCHMIDT,Antonin,32,55954445,2010-12-03,Rue du Lama [ Uccle ],3,SCHMIDT-Antonin@SPORTFOREVER.be,1976-07-31,SPORT FOREVER BE 3
CRAIG,Sofia,32,34198653,2011-05-15,Avenue Colonel Picquart [ Schaerbeek ],2,CRAIG-Sofia@SPORTFOREVER.be,1991-06-02,SPORT FOREVER BE 1
OWEN,Valentin,32,33935987,2019-09-20,Avenue Fonsny [ Saint-Gilles ],3,OWEN-Valentin@SPORTFOREVER.be,1993-01-09,SPORT FOREVER BE 4
LINDSEY,Hugo,32,45754188,2014-07-22,Drève d'Anjou [ Forest ],3,LINDSEY-Hugo@SPORTFOREVER.be,1961-07-27,SPORT FOREVER BE 3
RICE,Noah,32,45603038,2017-10-16,Rue de Linthout [ Schaerbeek ],3,RICE-Noah@SPORTFOREVER.be,1988-09-30,SPORT FOREVER BE 4
ROTH,Elias,32,63224518,2013-05-23,Rue Edouard Fiers [ Schaerbeek ],3,ROTH-Elias@SPORTFOREVER.be,1981-07-28,SPORT FOREVER BE 5
CHRISTENSEN,Baptiste,32,42901699,2010-03-01,Rue de la Victoire [ Saint-Gilles ],2,CHRISTENSEN-Baptiste@SPORTFOREVER.be,1965-04-29,SPORT FOREVER BE 4
CUMMINGS,Amine,32,5083819,2017-03-08,Rue de Linthout [ Schaerbeek ],3,CUMMINGS-Amine@SPORTFOREVER.be,1980-03-09,SPORT FOREVER BE 4
PITTMAN,Adam,32,68281993,2020-06-30,Rue Linné [ Saint-Josse-ten-Noode ],3,PITTMAN-Adam@SPORTFOREVER.be,1984-03-03,SPORT FOREVER BE 4
ROMAN,Nina,32,63592667,2011-07-26,Rue Rogier [ Schaerbeek ],3,ROMAN-Nina@SPORTFOREVER.be,1974-05-16,SPORT FOREVER BE 5
BERRY,Capucine,32,35934499,2019-01-03,Rue de l'Abdication [ Bruxelles ],3,BERRY-Capucine@SPORTFOREVER.be,1975-10-20,SPORT FOREVER BE 3
DAWSON,Baptiste,32,38499788,2012-09-09,Avenue Eugène Demolder [ Schaerbeek ],3,DAWSON-Baptiste@SPORTFOREVER.be,1963-02-07,SPORT FOREVER BE 1
ABBOTT,Ethan,32,5147342,2010-06-10,Rue des Faînes [ Bruxelles ],3,ABBOTT-Ethan@SPORTFOREVER.be,1982-03-08,SPORT FOREVER BE 3
OCHOA,Iris,32,48086978,2018-01-13,Rue Cayershuis [ Woluwe-Saint-Lambert ],3,OCHOA-Iris@SPORTFOREVER.be,1976-10-31,SPORT FOREVER BE 3
COOK,Margot,32,18869130,2016-02-29,Chaussée de Wavre [ Etterbeek ],3,COOK-Margot@SPORTFOREVER.be,1986-07-18,SPORT FOREVER BE 1
HERRERA,Mya,32,46285459,2020-04-24,Rue Van Gulick [ Bruxelles ],3,HERRERA-Mya@SPORTFOREVER.be,1969-10-03,SPORT FOREVER BE 3
ROBBINS,Clara,32,75117846,2020-09-18,Rue de l'Hôtel des Monnaies [ Saint-Gilles ],3,ROBBINS-Clara@SPORTFOREVER.be,1970-12-20,SPORT FOREVER BE 1
HAMILTON,Noa,32,95405995,2016-05-05,Rue du Coq [ Uccle ],3,HAMILTON-Noa@SPORTFOREVER.be,1964-02-24,SPORT FOREVER BE 5
PEARSON,Léna,32,10166399,2016-02-26,Avenue Van Volxem [ Forest ],3,PEARSON-Léna@SPORTFOREVER.be,1991-12-18,SPORT FOREVER BE 1
HOLT,Anna,32,10732646,2019-03-30,Avenue des Faons [ Uccle ],3,HOLT-Anna@SPORTFOREVER.be,1981-08-24,SPORT FOREVER BE 5
ADKINS,Noé,32,81765140,2017-12-04,Rue de l'Aurore [ Bruxelles ],2,ADKINS-Noé@SPORTFOREVER.be,1985-12-21,SPORT FOREVER BE 3
SHORT,Sarah,32,44463524,2014-04-19,Rue des Palais Outre-Ponts [ Bruxelles ],1,SHORT-Sarah@SPORTFOREVER.be,1986-07-26,SPORT FOREVER BE 1
JAMES,Théo,32,99408030,2012-03-20,Boulevard Emile Bockstael [ Bruxelles ],1,JAMES-Théo@SPORTFOREVER.be,1974-12-29,SPORT FOREVER BE 2
PIERCE,Léo,32,70010703,2015-10-02,Rue Pannenhuis [ Jette ],1,PIERCE-Léo@SPORTFOREVER.be,1958-11-07,SPORT FOREVER BE 3
COLLINS,Océane,32,22551059,2012-03-12,Rue Charles Degroux [ Etterbeek ],1,COLLINS-Océane@SPORTFOREVER.be,1983-04-17,SPORT FOREVER BE 4
HUBBARD,Lou,32,91897070,2011-06-28,Place du Châtelain [ Ixelles ],1,HUBBARD-Lou@SPORTFOREVER.be,1955-09-05,SPORT FOREVER BE 5
HARVEY,Noah,33,781828973,2012-09-02,Voie du Château [ Aiglun ],1,HARVEY-Noah@SPORTFOREVER.fr,1986-10-23,SPORT FOREVER FR 1
REESE,Malo,33,44580838,2013-05-24,Avenue Beau de Rochas [ Aiglun ],1,REESE-Malo@SPORTFOREVER.fr,1977-12-06,SPORT FOREVER FR 2
ESPINOZA,Jules,33,673744593,2020-02-24,Avenue des Grées [ Aiglun ],1,ESPINOZA-Jules@SPORTFOREVER.fr,1990-10-24,SPORT FOREVER FR 3
HALL,Maria,33,324107648,2016-08-18,Impasse de la Combe [ Aiglun ],1,HALL-Maria@SPORTFOREVER.fr,1990-11-21,SPORT FOREVER FR 4
BALLARD,Hugo,33,357366463,2012-04-10,Avenue Beau de Rochas [ Aiglun ],1,BALLARD-Hugo@SPORTFOREVER.fr,1969-11-16,SPORT FOREVER FR 5
PHAM,Justine,33,419964962,2015-12-24,Avenue des Grées [ Aiglun ],1,PHAM-Justine@SPORTFOREVER.fr,1981-05-12,SPORT FOREVER FR 6
WARNER,Lina,33,816824198,2011-01-29,Avenue des Grées [ Aiglun ],1,WARNER-Lina@SPORTFOREVER.fr,1983-10-09,SPORT FOREVER FR 7
WEBER,Rayan,33,198414418,2016-03-18,Avenue des Grées [ Aiglun ],1,WEBER-Rayan@SPORTFOREVER.fr,1986-03-12,SPORT FOREVER FR 8
DENNIS,Sarah,33,808167285,2013-06-07,Voie du Château [ Aiglun ],1,DENNIS-Sarah@SPORTFOREVER.fr,1988-09-16,SPORT FOREVER FR 9
BELL,Charlie,33,323671590,2016-12-10,Impasse de la Combe [ Aiglun ],1,BELL-Charlie@SPORTFOREVER.fr,1999-02-22,SPORT FOREVER FR 10
MONTGOMERY,Ismaël,44,8254240,2014-03-02,"ASHCROFT STABLES, WILLSLOCK [ STAFFORDSHIRE ]",1,MONTGOMERY-Ismaël@SPORTFOREVER.uk,1958-03-19,SPORT FOREVER UK 1
FRANCO,Rayan,44,2594161044,2013-04-25,3 SUNNINGDALE CRESCENT [ BOURNEMOUTH ],1,FRANCO-Rayan@SPORTFOREVER.uk,1973-01-07,SPORT FOREVER UK 2
DAVIDSON,Adam,44,8866773306,2013-03-06,23 SANDRINGHAM DRIVE [ ROWLEY REGIS ],1,DAVIDSON-Adam@SPORTFOREVER.uk,1963-07-14,SPORT FOREVER UK 3
